,0,1,2
4027,Hate to sell this considering I just bought it in May but check it httpstcog55Z0pbeLh,😑,0.0
4028,I literally hate going to the doctors,😑,0.0
4030,If you want to kill me curse me hate me live your ugly life run and run cling to your life Uchiha Itachi,😑,0.0
4031,RT girlssecrete 10 Things Men Do In Bed That Women Hate httpstcoNLUss4N3zT,😑,0.0
4032,I hate knowing or seeing that hes sad tbh,😶  😒 😑,-2.0
4033,RT ft14051 THIS CHITS REAL PEOPLE       Take a peek at Donald Trumps AmericaBlack single woman finds THIS in her backyard httpst,😑,0.0
4035,madsss_minich its ppl like you that keep them going hate motivate yougetthejist,😑,0.0
4036,I hate cereal lol and they chose to bring the nastiest one home,😑,0.0
4037,reading the replies to that tweet are even more heartbreaking i freaking hate everyone,😑,0.0
4038,hate folks dat give they opinion on my smokin habits like i asked lol,😑,0.0
4039,johnboy1290 dont hate because you dont have cheekbones for the gawds,😑,0.0
4040,RT niazartkid i hate unnecessary watermarks right in the middle of pictures ya r so annoying,😑,0.0
4045,Fights against gays marrying one minute dont recall her fighting You act like she was leading the charge httpstco3rGiZx6mkL,😑,0.0
4046,RT LifeFacts i hate ending on bad terms or not having proper closure with someone especially knowing there were so many things left unsaid,😑,0.0
4047,RT 17blackstyIes FUCK YOU PPL WHO SAID HE WAS CHEATING ACCUSED HIM BULLSHIT CALLED HIM A TERRORIST THIS IS ALL UR FUCKIN FAULT I HATE,😑,0.0
4048,Both of my parents love to shove the idea of me going into the military down my throat and I hate it,😑,0.0
4050,RT Niabiafoefia I hate how dumb Tommy is for Holly,😑,0.0
4052,The post httpst,😑,0.0
4053,hate me all you want but your ship is snily jr lol,😑,0.0
4054,I hate when I agree with JoeNBC   httpstcoeM9qUQzwBP,😑,0.0
4055,Lrt I rly hate that I see me ash and rawli as them,😑,0.0
4056,I hate when I damn near drop my phone and accidentally favorite something,😑,0.0
4057,Hate is all this is,😑,0.0
4059,Haters gonna hate,😑,0.0
4060,I hate driving,😑,0.0
4061,RT paschalc hannalynzihall ashleysandusky2 or loving the people that hate you Matthew 544,😑,0.0
4072,mc_grimer hope they dont hate it as much as I still do,😀  😑,3.0
4074,I hate taking money out I just wanna save,😩 😑,-2.0
4075,I hate being up early  I can never go back to sleep,😐  😑,0.0
4076,RT Floridian I hate when girls have Taken in their bio like that movie wasnt even that good,😑,0.0
4079,I hate pooping in the morning tbh shit takes up a lot of my time,😑,0.0
4080,RT SB_Skooly I hate Da Law,😑,0.0
4081,Fuck Em  httpstco3xaqsln7ku,😑,0.0
4082,RT RacheyyShipley Being a server kind of makes me hate the human race but the amount of cash I walk out with after every shift makes it w,😑,0.0
4084,RT __Kasserole__ HAhaha I hate me,😑,0.0
4085,I dont hate anyone at the moment,😑,0.0
4086,RT JettTycen20 My heart too big so I forgive too easily I Fr hate that about me,😑,0.0
4089,RT SB_Skooly I hate Da Court house,😑,0.0
4090,salgadokelvin96 I hate you,😑,0.0
4092,Tired as fuck and hate this damn job,😑,0.0
4094,RT DrMayaAngelou Hate it has caused a lot of problems in the world but has not solved one yet Maya Angelou We continue to be htt,😑,0.0
4095,I spend ages doing my hair to then hate it and end up tying it up,😑,0.0
4101,RT joshlight6923 If you mess up our snapchat streak I probably hate you,😑,0.0
4106,RT BestMovieLine 10 Things I Hate About You httpstco4e4cDoJV1o,😑,0.0
4113,I lovehate that Im going back to school in 24 days,😶  😑,0.0
4114,RT xxtalysa ugh I hate Guam everyone knows everyone,😑,0.0
4121,KissMyBlackJack Girl you must forgot they received a shit load of hate bc Minzy left Where you been  You,😑,0.0
4122,If youre defending her you want the Party to fail or you hate the left Period,😑,0.0
4123,DanKnightly and I know fanbases that absolutely hate him haha,😑,0.0
4124,RT namelessanna__  me next time httpstcompVCR5Acri,😑,0.0
4128,RT PlanetHaYi Hayi What I hate the most Whether youre a man or a woman you dont really like someone who acts like theyre going to da,😑,0.0
4130,RT Italians4Trump VIDEO BERNIE VOTERS HATE HILLARY httpstcoI7Qgbf86D5,😑,0.0
4132,I hate this dentist moe,😑,0.0
4134,RT JahovasWitniss The secret to healthy skin Doctors hate me httpstco0wOVyFgS0N,😑,0.0
4135,RT Ronnie_Ebooks i hate the Boy,😑,0.0
4138,i hate jeff goldblum  something my close friend and now mortal enemy just uttered to me,😑,0.0
4140,NeuroNemo Mitzarolly Dont do it Youll hate it Poor Nemo,😑,0.0
4143,i really hate that bitch now,😑,0.0
4145,My roommate andor her friends broke into my Monster and Gatorade and Im so pissed Im going to cry I hate Mondays,😑,0.0
4151,RT TrumpNation22 mlisalebeau And incase you dont realize this Bernie voters hate Hillary much more than Trump voters That should be,😑,0.0
4152,SouvenirCity I trust their baseball decisions implicitly I hate this move for reasons wholly unrelated to on the field performance,😑,0.0
4153,Pushdont be shy    httpstcoFHnUSwPRH4 httpstcomqvYmkOwew,😑,0.0
4154,brandonXCVI I really hate you,😑,0.0
4157,RT BestofPisces Pisces can be the most faithful partner in your life  until you make them hate you,😑,0.0
4158,biancaaxx__ its a love hate for the tragus piercing,😂 😑,4.0
4159,I officially hate 94HJY,😑,0.0
4160,RT TheTeenThingies I hate the feeling when you have to say goodbye to someone you want to spend every minute with,😑,0.0
4163,RT naomidans I hate when overly hyped events flop,😑,0.0
4165,I just really hate sitting on grass Give me a blanket or something I dont want to sit in prickly bug infested grass,😑,0.0
4167,Honestly the amount of money I have spent this month in London could have been enough to live a year on in Edinburgh Fucking hate this city,😑,0.0
4169,httpstcoF9NTyqiPGn,😑,0.0
4170,July 25 2016 at 0304PM recipes httpstcoNilpYFkhW9 What I hate is that when you find a good gun you cant use it untill you unlock,😑,0.0
4171,I hate him,😑,0.0
4172,Y do we start school on a Wednesday y do we start school on the 31st and not the 1st y do we leave at 237 does MVU hate their students,😑,0.0
4173,RT bubblebrow hinoka amp leo wip  I hate fire emblem armor httpstcoGfpHhORaur,😑,0.0
4176,RT hyped_resonance I hate small talk give me your social security number your routing number your credit card info cant deal with,😑,0.0
4179,RT SuperSpannerX1 Bernie Voters HATE Hillary httpstcoWy8Vl87EmO via YouTube LOVE IT,😑,0.0
4182,hate people who show no effort,😑,0.0
4183,RT VRambo I hate everyone who has ever played me amp fucked up the way I view life amp relationships,😑,0.0
4186,Why do people hate Hillary Clinton so much httpstcoN0IxvEVp5O via slate,😑,0.0
4187,Ur body can get very dependant on it sleephunger irritabilityampit can negatively affect the serotonin in ur brain httpstcoj40YTH05l6,😑,0.0
4188,hate Monday mornings,😣 😑,-2.0
4195,httpstcoKBGLyF0Rcn,😑,0.0
4196,asianaidan dvaeject aidan what is this antisjwism do you want me to hate you,😑,0.0
4197,RT roland8_ i cant fuck with the hate Im allergic,😑,0.0
4198,JesseGladsaget Its not possible LeBron fans hate the Mavs for the 2011 Finals,😑,0.0
4199,I hate seniors LOL I mean boys,😒 😑,-2.0
4201,They love SenSanders but hate HillaryClinton because she is a woman hahaha,😑,0.0
4207,RT EmbraceYoBeauty IstillAintShit_ I hate you,😂 😑,4.0
4210,BLACK httpstcoyvQBi69YOm,😍 😘 😑,8.0
4212,I just really hate talking to people who dont engage is conversation LIKE bitch Are you alive,😑,0.0
4213,RT Things4FLppl So we heard you guys hate FLVS httpstco2UeKVoARug,😑,0.0
4214,Thats Why I Hate Amsterdam,😑,0.0
4215,RT _zjsd kamriejean i fucking hate you bye,😑,0.0
4216,So judging from this Trump supporters find a No Racism No Hate banner offensive amp somehow antiAmerican httpstcoTgXMGQ6KDG,😑,0.0
4217,Twitter is so full of hate and I HATE THAT SHIT,😑,0.0
4218,RT V0TINGFORJUSTIN I hate the fact that only half of the fandom is voting We used to be so strong MTVHottest Justin Bieber,😑,0.0
4219,RT mileysbae I hate when people say throwback on a picture that was taken last week httpstcoeUSIn7jVBY,😑,0.0
4221,RT kayarand Dont you just hate calling someones office being as polite as possible and still receiving attitude,😐   😑,0.0
4222,I hate Hamilton,😑,0.0
4224,NBCNews The Blues May Differ On Internal Issues The Republicans AKA TeaPartyers Only Differ Do Ya Kill All Ya Hate Or Just LockUp,😑,0.0
4226,RT Khairii_S Hate people like that  httpstcoNRm3ztINzD,😶 😑,0.0
4227,KnusprigerSpast XumieLP 9GAGTweets AnasleTV we dont hate all of germany,😑,0.0
4228,RT abba_sensei And then hate on the ones trying to he productive httpstcovSaZmaasjn,😑,0.0
4230,After that we went shopping and Im pretty tired Theres like 162628183 celsium outside and fuck I hate heat I sweat a lot I hate it,😑,0.0
4231,RT yourboydream_3 Hate arguing,😑,0.0
4232,RT bitchin_brandon I hate myself,😑,0.0
4234,RT steveking_ A V For Vendettastyle bleak dystopian hate rally httpstcoJRiGN42KMU httpstcoIgm09oQ1Pz,😑,0.0
4235,I fucking hate myself for picking mystic  Team instincts leader is HOT httpstcoANlpvGjmtL,😑,0.0
4236,DiaDestiny FrostyToffeeYT Dakos96_ brb going to wipe away the tears in my eyes its too funny xD oh god i hate you so much,😑,0.0
4237,Hate when people tell me good morning what if my morning aint good,😑,0.0
4238,I hate this happened to my foot,😡 😤 😑,0.0
4239,I left my heart in Vermontmy heart is not with Hilary httpstcoY0y35v3RUm,😑,0.0
4240,hahahaha yeah nehi wont lie ive been here httpstcoBcTYyWVlmA,😑,0.0
4241,We want to Make America exceptional again they want to destroy and transform it real talk  httpstcoKMdDc4LyEv,😑,0.0
4243,RT BabyGyalSage_ I hate when I start feelin somebdy cus I be wantin dem around me 247,😑,0.0
4246,i wish my hair was longer i hate how short it is now yikes,😑,0.0
4247,yo I hate people,😑,0.0
4248,Yall know how yall hate when people post they gallery on sc ya I hate it to buy look I was cute and I felt like showing myself off,😭  😑,-4.0
4254,RT SavannaQuale Love one another Love everyone Hate is contagious and breeds within weak minds Exude overwhelming love to everyone you,😑,0.0
4259,I really hate transcribing,😑,0.0
4260,Lol I hate everything about the grove or the verge or whatever its name is it sucks either way,😑,0.0
4262,I hate having to go to hospitals,😢 😑,-2.0
4263,I would be so pissed if hughie won big brother tomorrow night  I hate him the the passion Nasty vile creature bbuk,😡 😑,-5.0
4264,jen_fem shes a troll account I hate the Internet,😑,0.0
4269,alexander did her wrong https,😑,0.0
4275,RT agbpressured yall are ugly and mental for trending this toxic relationship i hate u all ifreakinglovejelena httpstcoZHqm46ELdv,😑,0.0
4276,I hate assumptions,😑,0.0
4281,Me httpstco5wZUwXoJV1,😑,0.0
4282,hate goofy mfs,😑,0.0
4283,RT a1fbgmn I hate when people say fight for what you love if what Im fighting for loved me back I wouldnt have to fight for it in the,😑,0.0
4284,RT hildamendoza08 I absolutely hate it when someone tells me to relax or calm down like now that you said that Im gonna go do the exact,😑,0.0
4285,I hate yall httpstcofym4hHMrt7,😑,0.0
4287,I hate it,😑,0.0
4288,RT Booku_Rencey hate folks dat give they opinion on my smokin habits like i asked lol,😑,0.0
4289,hate waking up amp not being able to go back to sleep,😑,0.0
4290,RT lyxopk who the FUCK brings a bag of CHOPPED RED ONIONS to school just to throw them in the TOILET i fuckin HATE my school httpstco,😑,0.0
4291,InMyEmergencyKit no hate shirt love peace httpstcoUKXfXRp9Dz,😑,0.0
4292,id hate to be in the situation where worrying about money is a constant thing,😑,0.0
4296,RT Ruby_RoseC When they hate you publicly but privately want to be you httpstcoJvMpCoDerh,😑,0.0
4297,RT bethherrs I literally hate you so much victorialantz_ just saying,😑,0.0
4298,RT Bratindyy I forgive you because hate is just another way of holding on and you dont belong here anymore,😑,0.0
4302, Vine by motion picture edits httpstcoDM06rplYiu,😑,0.0
4303,JayCassius_ ughhhh I hate autocorrect,😑,0.0
4304,bpdslut I acknowledge there IS a certain level of hate directed towards skinny people but it is not on par with fat shaming,😑,0.0
4305,ForeverJandM ChadamBope you know itll just hate them and probably yell a lot,😑,0.0
4306,I hate when ppl tell a serious story in a sporty way and i feel bad bout laughing Ye de man choke on a conkie and dead He conk out,😢 😑,-2.0
4308,The love be fake but I prefer the hate,😏  😑,3.0
4310,Ncsyes teams debate hate crime with hopenothate and httpstcosnumMJ8OXH,😑,0.0
4311,Yuvvvvvvv I know the correct person to hate is me,😑,0.0
4314,Hi its Ro amp I wear selfloathing like a crown but rn I hate you more,😑,0.0
4315,i really wanna kno why ppl sb me but at the same time ik id hate having to tell someone why i sbed them so,😑,0.0
4317,hate when ppl try to act cool in front of someone,😑,0.0
4318,RT bethocrane Hate trying on clothes when shopping as I come out feeling 10x more depressed about my figure,😑,0.0
4319,I just realised that i often talk about random things at night so better off to sleep now lol bye twitter spread love not hate,😑,0.0
4321,RT Blackamazon We just hitting all my hate buttons this morning  httpstco2EPdTS3Thg,😑,0.0
4322,I fucking hate this country  httpstcoWYcgpmxOcJ,😑,0.0
4325,If I didnt already have enough money issues Id have taken my chances in court I genuinely fucking hate this country sometimes,😑,0.0
4327,I hate when niggas blow up and cant ride the bus  httpstcoQdhNgUmvds,😑,0.0
4328,Hate it when KFC forget to give you a spoon with your beans,😑,0.0
4329,RT shawnsanon17 There is no other thing I hate more than people who lie for NO REASON,😑,0.0
4330,Bernie voters HATE HillaryClinton httpstcoRTx3WtWZ7S FeelTheBern,😅 😑,3.0
4331,homophobicfucking twisted psycho materialistic gold digger WHAT ELSE yeah the most ugliest person in fic world httpstcozWwJYKp5Ng,😑,0.0
4334,httpstcoiJW0GrkxcH httpstcol3JnL1SYJ0,😑,0.0
4335,Fucking hate Twitter Always gives me notifications at the worst times,😑,0.0
4336,flyinsaucier I  hate you,😑,0.0
4337,I hate do the same things TWICE,😡 😠 😑,-9.0
4342,RT TheWayWithAnoa I do not hate her I just think she needs to be honest direct and held accountable for what she does httpstcoa2,😑,0.0
4343,Six Developer Phrases That QA Engineers Love to Hate httpstcoGzsuPcr4ly via DZone,😑,0.0
4344,Berniebros are only interested in protesting the female Democratic candidate not hatespewing Nazi Cheeto DNCinPHL httpstcoJjdq364kAV,😑,0.0
4346,Its TOO HOT Ive actually started to have fantasies about snow And I HATE snow so you know this is serious,😑,0.0
4348,I love when Will works earlier shifts because he gets home earlier but I hate waking up and not seeing his face,😑,0.0
4349,IT ENDED I HATE MY LIFE,😑,0.0
4352,I hate the L train but thats ohdee,😑,0.0
4353,Hate having nothing to do,😩 😑,-2.0
4354,HillaryClinton we are living fear and hate in EU httpstcoTc7WJK6lnt,😑,0.0
4355,RT kookieismyoppa I HATE YOONSEOK httpstco4BWaYUwXnV,😑,0.0
4356,Here is Why Republicans Hate The Republican Party httpstcoBKObfAtAOY via 3tags_org PJNET House_GOP Senate_GOP GOP SenTedCruz,😑,0.0
4361,I hate I think of you way more now then what I did Like your a selfish asshole,😑,0.0
4362,I hate labelling gosh im who I am so pls,😑,0.0
4363,I think wed get along but then hed hate me  httpstcoD8Hu0n8frg,😑,0.0
4365,RT Sidestreetgear We are not resellers and we hate bots Were two guys from Wash Heights trying to get you the sneakersclothes you want,😑,0.0
4366,Lets start with what i hate the most 1 Taking the things in fictional seriesfandom too serious and connect it to real life issue,😑,0.0
4367,One thing I hate to do is repeat myself,😑,0.0
4368,I Fucken hate cigarette smell,😷 😑,-1.0
4371,mythicalbellamy I hate you No I dont but youre are making want to go back to watch GoT xD,😑,0.0
4374,anitamariaAn I would hate that bless u  deisycsanchez1 c3ciliya cjnapoet CarlRamallo,😑,0.0
4378,I fucking hate thunder wtf,😑,0.0
4379,I HATE NIGGAS,😑,0.0
4381,she know she wanna hate well bishhh im doing GREAT,😑,0.0
4384,I CANT FIND A HEADER THAT MATCHES I HATE LIFE,😑,0.0
4394,calvinlitkaryin nth la just sore but I hate the feeling,😑,0.0
4396,I hate when people say to eat what youre craving If I ate what I was craving i wouldnt look like this,😑,0.0
4397,RT officialmadisen I hate waking up out of my sleep Especially when im sleeping good,😑,0.0
4398,Bruh I hate seeing these ground hogs on campus,😑,0.0
4399,Ria__Jan i already hate u make it worse init,😑,0.0
4401,RT Jay_Anikwe Nah iv actually never hated a character like the way I hate Holly from Power She just boils my blood,😑,0.0
4402,realDonaldTrump RedPillTweets  hit them snakes with everything you got and I am from ENGLAND hate hillary the war monga,😑,0.0
4405,NEETODACHI I ask as if I dont have enough people to hate,😑,0.0
4406,Find my name here    httpstcomgq9QRfBzh httpstcoXGQ2kY2gP5,😑,0.0
4407,RT CrazyClarine It takes so much energy to hate someone,😭 😑,-4.0
4408,RT BobOngQuotes Sometimes we hate being bored because it gives us a lot of time to think about the person we miss,😑,0.0
4409,RT Victoria_412 Hate when my boyfriend goes to sleep before me,😑,0.0
4411,5sos httpstco4Qtc3aMg8m,😑,0.0
4412,me and my dad have this weird ass love hate relationship idk how to explain it,😑,0.0
4413,RT swiftlyliamx Like for example no matter how much you hate Cheryl just be happy that Liams happy You know how he gets with the hate,😑,0.0
4416,I hate the fact that theres people that get invited to things and when they leave dont have the nerve to say thanks for the invite,😑,0.0
4418,Hate SF5 Chun with a passion,😑,0.0
4419,I hate stuDYING,😑,0.0
4421,You want her you need her and ill be never her,😑,0.0
4422,watbanner Survivors in UK can learn much from what happen in Ireland  accountability and truth doesnt come from hate of other survivors,😑,0.0
4424,RT Marii_Salud I still  understand how you can hate someone so much but still go to their party I just dont get it,😂  😑,4.0
4426,hate this bitch on god,😑,0.0
4427,LauraLeslie23 Or just any excuse to hate Hamilton for something,😑,0.0
4429,RT ClGARETTELUKE oh my GOD httpstcox9OIFIURai,😑,0.0
4434,RT imogenbuddx e nah I just HATE people,😑,0.0
4436,Hate and lies are tools of Satan  John 844,😑,0.0
4439,Really hate snipers omg,😑,0.0
4440,Closing is nice bc you get to sleep in but I hate waiting around for work all day,😑,0.0
4441,Im still doing JRPGs and Anime games on my channel but Ill make sure that I never steer in an anime direction cuz I hate the Anigay com,😑,0.0
4442,I hate seeing my block struggling accounting,😑,0.0
4445,I hate my neighbour Stupid woman talks to her children in vile ways Music till 2am using council to stop it hopefully,😑,0.0
4446,I hate myself for not taking today off,😑,0.0
4447,RT NiggasIsClones Im bout to make niggas hate me,😑,0.0
4448,beyuh_rodica ikrrrr maygad I hate drugs,😑,0.0
4450,I hate science so muchhh,😑,0.0
4451,killshalbark i hate when people say shit like this unless its related to the situation why would u,😑,0.0
4452,I legit hate you all,😑,0.0
4453,TAW3343 cause we hate Hilary,😑,0.0
4454,NFFNDN i hate this feeling  Im pissed off FOR NO APPARENT REASON,😑,0.0
4455,PLEASE NO httpstcoMpIrmzPzCZ,😑,0.0
4456,Do not call me juddy when I hate you thats only for the people I love you idiot,😑,0.0
4460,I dont hate you Im just disappointed you turned into everything you said youd never be,😑,0.0
4462,RT remydelfox Twitter sage to get rid of that negativity and hate  httpstcoGP7P71keax,😑,0.0
4463,RT Justinlmcginnis Theres just too much hate in the world to not want to spread the love,😑,0.0
4464,RT Beardrain I really hate forced conversations,😑,0.0
4465,RT mollandra jen_fem shes a troll account I hate the Internet,😑,0.0
4467,RT CammiFraker I hate when you can feel someone drifting away but theres nothing you can do about it,😑,0.0
4469,BernieOrBust fans tad upset rightly so RIGGED DNCLeaks n media in on it DNCChecklist rstacyusa Sweetatertot httpstcoln5G6lsS8N,😑,0.0
4470,i like real shit but hate reality,😑,0.0
4471,I hate the fact that ppl always leave in my car like I didnt have mf things to do this morning so I could come back and nap before work,😠  😑,-4.0
4472,RT HillaryClinton The best way I can sum up what I hope this election will lead tois Love trumps hate Hillary,😑,0.0
4473,True they have no right and its not fair but someone has to do it we need to get those sick ppl out of our society  httpstcoZ1huhkxcRv,😑,0.0
4474,AntiDU30 people right now waiting for something negative to come up to overanalyze and hate on httpstco5JmjLDXEAv,😑,0.0
4475,I fucking hate my allergies,😡 😑,-5.0
4481,lol have fun making all of them hate you When theres no one left dont wonder why Its you,😑,0.0
4483,RT QueenIdle I hate that its not matte though PROTECT HIM AT ALL COSTS SO CUTE  httpstcooJbAo9Aqcj,😑,0.0
4484,The things u to show people is amazing but the things u do behind them are what they hate,😑,0.0
4485,No hate pls httpstconfqjd9RmJr,😑,0.0
4486,you really thought i was gonna hate on you lol i dont do that but they do,😑,0.0
4487,RT TRobinsonNewEra Look at this hand pump he doesnt hate the Syrian terrorist who tried to murder he hates me for highlighting it http,😑,0.0
4488,Hate to see my friends upset,😭 😑,-4.0
4490,RT HEMM0PENIS I sent this to my boyfriend httpstcoJZWYHYwmM8,😂 😑,4.0
4491,wittlekyle123 babyfurbrittany  yes to this day i still hate them too i put a head set on and try to find a happy place,😑,0.0
4492,Video Bernie Voters HATE Hillary httpstcoP3uk29S0Wi via realalexjones,😑,0.0
4493,Im a Freelancer and I Hate Summer httpstcoSnTYZozqwo httpstcoSRjKJRFNPz,😑,0.0
4494,RT SheWhoVotes Berniebros are only interested in protesting the female Democratic candidate not hatespewing Nazi Cheeto DNCinPHL https,😑,0.0
4496,I hate when old people come sit next to me when Im finna light my blunt,😑,0.0
4497,news We must fight hate with love Faith groups in its capital Munich say they want to to heal divisions that httpstcoGz8r4tlBYI,😑,0.0
4498,We must fight hate with love httpstcozsxdys7y19,😑,0.0
4502,We must fight hate with love Faith groups in its capital Munich say they want to to heal divisions that have httpstco33T9TL9yQ9,😑,0.0
4503,RT omg_ilovestar I hate work but love money,😩 😑,-2.0
4504,We must fight hate with love httpstcoi3sShLFfg0,😑,0.0
4506,Old bitches be like  i hate that lil girl,😂 😊 😑,7.0
4507,I hate feeling like this,😑,0.0
4509,RT _hermosa_rosa Oh how I hate petty ass bitches,😑,0.0
4510,gothddess I used to hate it but I dont mind it now Also try almond milk Sweetened is nicer than unsweetened imo,😑,0.0
4511,RT KillaCam_6 Rather prefer someone who hate than show fake love cause at least theyre honest,😑,0.0
4512,RT SymphaniSoto Or nothing at all  httpstcoM0qTQf3usG,😑,0.0
4514,Andddddd there are withdrawal symptoms Marijuana addiction is very real lol but so is sugar food etc so  httpstcoj40YTH05l6,😑,0.0
4515,RT NashSevereWx As temps rise into the 90s the dewpoint will come down but only a few degrees Still very hot and humid httpstco,😑,0.0
4516,RT KeeyaanX I hate not hearing from a person I really wanna talk too,😑,0.0
4517,onboms I HATE I HATE I HATE WHAT THE FUDGE,😑,0.0
4518,We must fight hate with love Faith groups in its capital Munich say they want to to heal divisions that have httpstcoGOd03g22HN,😑,0.0
4519,If Bernie Voters HATE Hillary then go rogue and back Trump  He and Bernie are of like mind on horrible trade deals Hillary  Wall Street,😑,0.0
4520,RT neferteri__ People hate when you show them how it feels to be treated the way they treat you,😑,0.0
4522,  now be out,️ 😐  😑,0.0
4524,HATE when my hair gets caught up in my eyelashes shit annoying af,😑,0.0
4533,RT taytaygilly I love going on runs but I hate trying to get motivated to actually get up and go on a run,😑,0.0
4534,I hate when people whisper around me If you dont want me to hear what you have to say move from my circumference,😑,0.0
4536,RT Kathleen_R0ssi I hate goodbyes,😑,0.0
4537,God I hate this feeling HAHAHA,😑,0.0
4538,You take give Memphis then Valencia but you say disrespect  httpstcokZEp5VJAXb,😂 😑,4.0
4539,We must fight hate with love Faith groups in its capital Munich say they want to to heal divisions that have httpstcoUjzwnYe8Fd,😑,0.0
4540,RT willsmithfocus ChildOfAlba MellowOchre Clintons have effectively destroyed both major parties 1 Unleashing Trump officially turnin,😑,0.0
4543,marcmarquez93 and then theres me tweeting about how i hate the summer break in MotoGP,😅  😑,3.0
4544,RT Anthony1017 I dont take being ignored lightly no matter who it is I hate that shit,😑,0.0
4545,Fucking hate you,😒 😑,-2.0
4547,RT KoonceMay25 I hate being lied to,😑,0.0
4548,RT TheComedyHumor when someone u hate texts u httpstcoihc6K53Sy0,😑,0.0
4550,LMFAOOO THAT DEAD LOOKS LIKE HIM  My parents have that stupid app httpstcoo4dkWxvNPT,😑,0.0
4551,tacoreign UGH I HATE YOU httpstcohE0an3HJDz,😑,0.0
4553,RT darbondarenko Love money Hate working,😑,0.0
4556,I have no room for hate in my heart for anyone,😑,0.0
4557,HUNN13BUNNI because i hate everything,😑,0.0
4558,markberrymanx the spike in hate crimes is because they feel emboldened Its not frustration its they think theyve got permission,😑,0.0
4559,I leave for NC in 5 days but need to start packing now bc I hate packing and it takes me longer than the average person,😑,0.0
4562,Responda usando NAVY NA MADRUGADA  MTVHottest Rihanna httpstcoYE2UnWA2,😑,0.0
4566,Dealing With Hate as a Trans Opinion Vlogger httpstco4sFYbGp1N0 via huffpostqueer,😑,0.0
4568,I hate you I love you,😍  😑,4.0
4572,Seether,😑,0.0
4573,When will I ever wake up to good news another day another innocent lives taken because of hate,😑,0.0
4574,RT SpiderShadows RT for Oreos fav if you fucking hate everyone and wish for a explosive volcanic apocalypse httptcogCYzrOwmjH,😑,0.0
4577,Big surpriseda pasty middle aged unhealthy WHITE MALE predicts that WH MALES wont vote for a WOMAN ClintonKaine httpstco6Slfix376h,😑,0.0
4578,Nolwazie_M I hate them,😑,0.0
4579,worldnews We must fight hate with love Faith groups in its capital Munich say they want to to heal divisions httpstcohSH5HT6yoV,😑,0.0
4580,When its all over youll hate me,😑,0.0
4582,Love Dropkick Murphys,😑,0.0
4583,brew_28g I hate you,😂 😑,4.0
4584,Those who hate freemasonry also seem to blame everything and everyone else for their short comings instead of themselves,😑,0.0
4585,fouseyTUBE Hey I hope your doing better today I hate seeing you sad I really do Just know that Im always here even if im just 1 bruhbruh,😑,0.0
4586,skipbauer22 I hate this deal so much,😑,0.0
4592, Uptown Girls 2003 Boaz Yakin httpstcoCehc8cHTmU,😑,0.0
4594,RT fxcknicolas just because i dont have any love for you doesnt mean i hate you it means you mean nothing to me lolol,😑,0.0
4601,5 Accept Nomination,😑,0.0
4602,RT lentinaalexis I press down on mine an that shit come right back shit soo agg  httpstcoEnMIVeqGQp,😂 😑,4.0
4603,i need you and i hate it,😑,0.0
4605,RT BobOngPost im so funny and relatable why does everyone hate me lmao,😑,0.0
4606,RT foxxchasepaper The hate dont even matter no more The route Im going only thing that can stop me is ME,😑,0.0
4607,I hate when elder people treat me like I am an idiot,😑,0.0
4608,this thread  i hate gmw stans who ship trash httpstcoa6l4YSfPmG,😑,0.0
4610,I hate roaches,😑,0.0
4611,rassmacdonald75 driveliketx1975 goodnight Im sorry if you hate me now I hate me too,😤 😑,5.0
4613,RT katieee1421 I hate how some of my friends are only friends with me when its convenient for them,😑,0.0
4617,I hate working doubles  I have so much cosplay stuff to doooo,😑,0.0
4618,vegetarian because i hate vegetables  From 0 Vegetarian 0 httpstcoh5c2zurJyv,😑,0.0
4620,If you hate cats you need to get out of my life,😑,0.0
4621,I just offered her 5 to use her hotspot and she said nO AGAIN FUCJ WHY DOES SHE HATE ME,😑,0.0
4622,me and Lexie are so same I hate it,😂 😑,4.0
4623,RT Kwwow268 I hate cleaning shoes,😑,0.0
4625,hate that shit httpstcooq2X9ZiO76,😂 😭 😑,0.0
4626,Of course I hate you KawaiiBot,😑,0.0
4629,also me I WAS IN THE 212 ON THE UPTOWN A NIGGA U KNOW WHATS UP OR DONT U WORD TO WHO MADE YA IM,😑,0.0
4631,To leave you in your misery and hate what youve become,😑,0.0
4632,Margsbelle1958 brad_studio realDonaldTrump all people is going to simehow cha ge that is kinda grasping for straws Minorities hate Trump,😑,0.0
4634,RT ewanlade_ actually hate folk that take everything for granted and dont appreciate what theyve got like fs say thank you at least,😑,0.0
4635,Its July If youre shivering at your desk with a space heater on I fucking hate you,😑,0.0
4636,Video Bernie Voters HATE Hillary httpstco2IKS2BB6B2 via realalexjones,😑,0.0
4639,NowPlaying No Hate ft Bumps  Bizzle  httpstcoEphxHA2b8Q 0928,😑,0.0
4640,RT Iifepost I hate that im such a forgiving person You can do me so dirty amp ill still convince myself that those werent your intentio,😑,0.0
4641,I hate decision making _ its so hard,😑,0.0
4643,adamhaoba RTarabicThats so trueRussians are racist they hate foreigners especially dark skins in general where they might be attacked,😑,0.0
4647,The real reason Labour moderates are so scared of Jeremy Corbyn httpstcomrpGwXVPJF via telegraphnews,😑,0.0
4648,RT lavozdelos8O Sanders supporters very rude Hillary camp says Ive never seen anything like it haha yeah why would Bernie voters ha,😑,0.0
